Brand,Average Price
Barrera-Lucero,102.0
May-Delacruz,596.0
"Bradshaw, Green and Adams",269.0
Stanton Group,506.0
Gilbert-Mullins,817.0
"Wallace, Ingram and Curtis",118.0
"Hess, Foster and Roy",611.0
Yu-Nelson,735.0
Waters-Guerrero,554.0
Mckee PLC,395.0
Simon Ltd,661.3333333333334
"Weeks, Palmer and Thomas",222.0
Hopkins-Schroeder,286.0
"Villanueva, Leonard and Wiggins",15.0
Cook and Sons,880.5
"Dunlap, Rowe and Gallegos",162.0
Whitehead Ltd,509.6666666666667
"Petersen, Brewer and Mason",969.0
"Carr, Carter and Kemp",470.0
"Vang, Preston and Chambers",955.0
Alvarado Inc,202.0
Macdonald Group,575.0
Campbell and Sons,693.0
Hughes Ltd,735.0
"Ramsey, Flynn and Lamb",442.0
Mcmahon-Copeland,637.0
Pacheco PLC,644.5
Costa-Wilcox,789.0
"Pearson, Herrera and Dunlap",978.0
"Paul, Olson and Bright",59.0
"Barr, Holmes and Leach",89.0
Hutchinson-Gaines,392.0
"Morgan, Bennett and Rogers",820.0
Wyatt-Mcbride,981.0
Schaefer and Sons,776.0
"Barber, Crawford and Vazquez",293.0
"Cowan, Mcclure and Porter",969.0
"Dunlap, Small and Lewis",12.0
"Navarro, Bass and Marks",777.0
"Jefferson, Tapia and Nolan",761.0
"Weaver, York and Mccarty",251.0
Schaefer Ltd,741.0
"Mason, Dunlap and Coffey",267.0
"Mcmillan, Rice and Drake",150.0
Barber-Colon,739.0
"Montoya, Mayer and Frost",605.0
Mcneil LLC,715.0
Hubbard Inc,459.5
Hanson PLC,930.0
"Noble, Mayer and Hines",910.0
Peters-Chapman,630.0
"Garrett, Weeks and Hale",237.0
Zavala-Smith,473.0
"Haas, Greer and Hoffman",972.0
Dudley-Murillo,326.0
Wang Inc,308.0
Frederick-Wu,391.0
Bruce LLC,257.0
Hammond-Moore,715.0
"Pruitt, Lam and Davidson",391.0
Faulkner Inc,817.0
"Sampson, Stafford and Zuniga",294.0
Montgomery-Noble,72.0
"Lowe, Zimmerman and Pollard",632.0
"Tanner, Jensen and Pacheco",555.0
"Hooper, Good and Orr",54.0
May Ltd,395.0
"Delacruz, Lyons and Lindsey",664.0
Lin PLC,314.0
Russell-Morrow,844.0
Gibbs-Cuevas,757.0
Fitzgerald Ltd,632.0
"Ryan, Cantu and Sampson",209.0
Khan-Stone,924.0
"Marsh, Pearson and Davenport",366.0
"Kelly, Galloway and Villanueva",433.0
Mason-Blair,439.0
Mclean PLC,659.5
Burch Group,742.0
"Medina, Cohen and Mckay",610.0
Bishop and Sons,628.0
Macias-Taylor,338.0
Mercer Inc,881.3333333333334
Wall-Gibbs,804.0
"Andrews, Hooper and Ball",762.0
Stafford-Mckay,485.0
Woodward Ltd,691.5
Curtis Inc,476.5
"Barber, Reed and Craig",708.0
"Travis, Dunlap and Stark",173.0
"Hardin, Mathis and Salazar",279.0
Ochoa-Cohen,340.0
"Fischer, Valenzuela and Sexton",667.0
Stout and Sons,642.5
Nicholson-Leblanc,849.0
Aguilar-Hampton,234.0
Robles-Downs,641.0
"West, Munoz and Decker",366.0
Franklin Inc,250.0
Dillon-Kane,339.0
Walton-Hancock,49.0
Kim PLC,495.0
Krause-Padilla,975.0
Lindsey-Dixon,711.0
Hamilton LLC,380.5
Dyer LLC,17.0
Hall Ltd,540.0
Vargas Group,532.0
"Wiggins, Luna and Hart",728.0
Johns LLC,692.5
Clay-Serrano,938.0
Santiago-Becker,173.0
Morgan-Duke,274.0
Dixon-Solis,739.0
Dunn-Bentley,110.0
"Mendez, Pearson and Mejia",570.0
Brady-Cunningham,253.0
Quinn Inc,279.0
Hughes-Willis,678.0
"Carlson, Skinner and Rowe",294.0
"Bernard, Kaiser and Faulkner",808.0
"Huffman, Spence and Allison",268.0
Mcgrath Inc,583.0
"Campbell, Stone and Wilkinson",650.0
Ali Ltd,713.3333333333334
"Newton, Taylor and Freeman",295.0
"Shea, Foster and Nguyen",633.0
Brady Inc,75.5
"Hoffman, Grant and Porter",477.0
"Curtis, Bradley and Bradley",765.0
Mcconnell PLC,486.0
Barr-Cowan,919.0
Schroeder-Duffy,110.0
Sims-Soto,2.0
Dickson-Barry,585.0
Ferrell and Sons,575.0
"Rich, Kerr and Russell",399.0
Mays-Blankenship,267.0
Barton-Wyatt,437.0
Atkins and Sons,152.0
"Snyder, Harrell and Hubbard",406.0
"Hess, Simon and Barajas",231.0
"Mclean, Rangel and Strickland",534.0
"Bond, Roy and Shea",885.0
Mcintosh-Dominguez,766.0
Calhoun Ltd,268.5
Silva-Glover,461.0
"Graham, Cabrera and Rios",504.0
Davis-Willis,799.0
Walls-Church,619.0
Sherman LLC,90.33333333333333
Warren Group,277.0
Dougherty Group,855.0
Ewing Inc,487.0
Sheppard-Ho,758.0
Fuller Ltd,276.6666666666667
Pitts-Collier,165.0
Brandt-Mcgrath,452.0
Pitts and Sons,498.5
Bonilla-Pace,912.0
Duran-Bray,148.0
Armstrong and Sons,118.5
Watkins-Durham,431.0
Lucas LLC,658.0
"Glover, Stokes and Holden",488.0
Anthony-Strong,698.0
"Reilly, Sampson and Huffman",137.0
"Rollins, Liu and Yu",456.0
Gilmore and Sons,646.5
Moyer-Mcdowell,715.0
Petersen and Sons,821.0
Murray LLC,321.0
Atkinson Group,623.0
Grimes Inc,635.0
Conrad-Carr,353.0
"Marshall, Merritt and Richard",597.0
"Schaefer, Berg and Dominguez",978.0
Escobar and Sons,64.0
Villa-Yates,999.0
Townsend and Sons,675.5
Sharp-Gonzales,959.0
Mata-Meyers,610.0
Garcia-Johns,646.0
"Choi, Padilla and Evans",247.0
"Owens, Gilmore and Jennings",434.0
"Buchanan, Austin and Olsen",148.0
"Petty, Carpenter and Kline",47.0
Lane-Mayer,201.0
Kent Ltd,179.0
Meadows and Sons,700.0
Collier-Castro,34.0
Ingram LLC,728.0
"Crosby, Mitchell and Smith",72.0
"Cole, Bolton and Gray",295.0
Huang-Farmer,323.0
"Ayala, Cowan and Erickson",23.0
"Mccormick, Howard and Morton",977.0
Duffy-Fields,269.0
Barton-Duke,872.0
"Snow, Ingram and Hoover",810.0
Baker Inc,929.0
Olsen and Sons,398.0
Booker PLC,499.5
Osborne-Raymond,172.0
Crosby LLC,267.0
Singh PLC,8.0
Pacheco-Thomas,439.0
Whitehead-Rojas,10.0
Waters-Vincent,412.0
Flynn-Meyers,202.0
Owen-Mcmahon,799.0
Powers PLC,303.0
Bell-Gallagher,915.0
Blankenship PLC,359.0
"Huber, Haney and Baird",55.0
"Dickson, Gutierrez and Marquez",893.0
Davenport Group,624.0
Waters Group,336.0
Williams LLC,295.0
Wood Inc,263.0
"Strickland, Orozco and Pennington",765.0
Mccormick Group,332.3333333333333
"Flynn, White and Cisneros",406.0
"Woods, Fields and Rodriguez",703.0
"Reyes, Walsh and Rowe",349.0
Villanueva-Kaufman,314.0
Chung-Sampson,320.0
"Gill, Shields and Drake",128.0
Duncan-Sampson,568.0
Bowers-Richards,274.0
Arellano Ltd,627.0
"Kirby, Hurst and Rubio",971.0
Prince LLC,562.0
Bradford-Manning,20.0
Gould Group,593.3333333333334
Brooks-Shaw,87.0
"Castro, Meyers and Liu",102.0
Poole-Robinson,671.0
"Zamora, Gates and Gregory",889.0
Mcmahon-Sawyer,593.0
Castaneda Group,153.0
Gordon Group,457.5
Rich-Yang,199.0
Bailey-Andersen,596.0
Anderson-Bonilla,701.0
Ballard Ltd,544.0
Hardy-Good,289.0
"Nash, Harvey and Anthony",914.0
"Combs, Mcdaniel and Kirby",137.0
Mckinney-Conway,512.0
"Bowers, Harris and Robles",759.0
Howe-Mcgee,434.0
Rowland-Benson,712.0
Hayden-Foster,723.0
"Mitchell, Simmons and Campbell",426.0
Rivers-Santana,852.0
Edwards LLC,93.5
Raymond-Hatfield,541.0
"Acevedo, Davis and Ramirez",31.0
"Joseph, Nash and Peters",654.0
Rocha-Serrano,562.0
Carter-Howell,8.0
Stanley-Vega,575.0
Mathis-Andersen,821.0
"Cummings, Barton and Frye",121.0
Petersen Group,832.0
Howe-Dunn,169.0
Nguyen Ltd,604.0
Bolton-Mccarty,973.0
Schroeder-Chan,165.0
Christensen-Riggs,268.0
Miles Inc,475.0
"Mcbride, Shepherd and Stanley",631.0
Mcbride and Sons,988.0
"Yates, Hobbs and Kirk",650.0
Simon-Cobb,300.0
Peck-Bonilla,386.0
Cruz-Fritz,223.0
Mcdaniel Ltd,215.0
"Abbott, Zavala and Patrick",611.0
Rojas-Shields,313.0
"Fritz, Norton and Burton",357.0
Zavala and Sons,864.0
"Rojas, Sullivan and Krueger",722.0
"Moody, French and Ortiz",631.0
"Oneal, Glenn and Holland",842.0
Simpson-Mejia,867.0
Horn and Sons,500.0
English Inc,816.0
"Wagner, Gomez and Glover",990.0
"Mccoy, Ibarra and Gross",238.0
"Romero, Villa and Strickland",394.0
Liu-Strong,699.0
"York, Carroll and Suarez",106.0
"Newman, Wong and Bender",10.0
"Ramsey, Sellers and Calderon",212.0
Tapia-Morrison,764.0
Matthews PLC,414.5
Crosby-Wall,280.0
"Banks, Preston and Johnson",212.0
Yoder-Patton,210.0
"Bray, Rice and Kline",457.0
Trevino-Ball,637.0
Sweeney-Jennings,188.0
Garrett and Sons,2.0
"Chapman, Ingram and Spence",877.0
Golden-Fields,698.0
"Joseph, Dennis and Jensen",524.0
Gallagher-Carey,543.0
Thompson LLC,759.5
Spears Group,461.0
"Merritt, Nicholson and Pittman",651.0
"Decker, Lara and Roman",509.0
Ho and Sons,611.0
Huffman Ltd,484.0
Hunt-Waters,516.0
Payne-Young,733.0
Macias and Sons,232.33333333333334
Mendez-Wagner,210.0
"Sexton, Larsen and Ware",721.0
Heath and Sons,315.0
"Powers, Booth and Baxter",661.0
Hinton LLC,839.0
"Castaneda, Whitaker and Salas",295.0
"Brandt, Hancock and Larsen",227.0
"Braun, Knapp and Paul",815.0
Bentley Ltd,611.0
Lester-Summers,551.0
"Ingram, Villegas and Wright",324.0
Downs and Sons,464.0
"Le, Keller and Wu",246.0
Hardy-Hurst,995.0
Hartman-Castaneda,892.0
Kramer-Gregory,698.0
Jones-Barton,980.0
"Mccoy, Carson and Macias",868.0
"Cordova, Perry and Mason",725.0
"Carroll, Wise and Brock",81.0
"Andrews, Preston and Ballard",81.0
Eaton-Weeks,501.0
Foley-Reid,879.0
Pugh-Hampton,227.0
"Suarez, Hanna and Gaines",939.0
Moreno-Guerrero,991.0
Case Ltd,921.0
Cox-Nelson,199.0
Wang-Mccullough,239.0
Winters-Hatfield,636.0
"Rowland, Nichols and Patel",436.0
"Bauer, Salinas and Hubbard",366.0
Robertson Ltd,427.0
Casey-Underwood,369.0
Stanley Ltd,435.5
"Rowe, Osborn and Benson",189.0
Brooks-Mcmillan,954.0
Curry PLC,729.0
Gonzales-Arnold,522.0
"Shannon, Hayden and Spence",131.0
"Wall, Pace and Holmes",41.0
Graves and Sons,691.0
Rojas-Clay,683.0
Reyes-Medina,685.0
"Cherry, Leblanc and Williamson",976.0
Pittman-Farmer,356.0
Richmond Ltd,362.5
"Horne, Fletcher and Wong",992.0
Mcdaniel and Sons,486.0
Camacho and Sons,580.0
Morrow-Nguyen,730.0
"Riggs, Solomon and Huerta",268.0
Pittman-Barton,120.0
Zavala LLC,756.0
Fields LLC,992.0
Cowan PLC,380.0
Bowers-Frost,615.0
Matthews-Pearson,788.0
Terry-Frazier,667.0
Dean-Lee,660.0
Hunt Inc,695.0
"Thompson, Joseph and Walters",982.0
Cook Inc,374.3333333333333
Fleming and Sons,94.0
Richards-Larsen,306.0
Flynn-Leblanc,974.0
Olson Inc,413.5
Neal LLC,815.0
Burch-Mccann,796.0
"Mccullough, Brown and Petty",402.0
Logan-Bradley,340.0
"Middleton, Dawson and Giles",203.0
Best Inc,186.0
Haley-Gay,620.0
"Caldwell, Bowen and Byrd",999.0
"Thomas, Riley and Dawson",920.0
"Kline, Lucero and Acevedo",366.0
Becker-Huffman,629.0
"Khan, Bautista and James",793.0
Case LLC,795.0
"Ferrell, Garza and Meyer",466.0
"Maldonado, Baker and Nolan",491.0
Mcpherson Group,986.0
Leach-Hebert,482.0
Dennis Group,793.0
"Norton, Cordova and Flynn",315.0
Vaughan-Knox,500.0
"Boone, Higgins and Banks",569.0
Knox LLC,485.0
Mejia LLC,621.0
Whitney Group,817.0
Price LLC,597.0
"Hensley, Le and Pace",672.0
"Powers, Jackson and Esparza",204.0
Mckee LLC,340.0
Villanueva Group,315.0
"Everett, Knapp and Bruce",831.0
Jimenez-Hartman,418.0
"Murray, Proctor and Pugh",227.0
Fischer and Sons,715.0
"Holland, Castaneda and Faulkner",909.0
Rosales-Flynn,382.0
"Avery, Nichols and Hess",266.0
Hanson-Walton,136.0
"Romero, Baxter and Webster",869.0
Hood Group,564.5
Briggs-Powers,147.0
Baker-Ritter,261.0
Watts Group,296.0
Bradshaw-Christensen,180.0
"Collier, Wolfe and Trujillo",944.0
Carpenter PLC,382.0
"Tanner, Rocha and Beasley",260.0
Frye Group,299.6666666666667
Forbes and Sons,287.0
Maxwell-Mueller,504.0
"Joseph, Terrell and Logan",348.0
Robles Inc,438.0
Robbins-Horne,544.0
Lara-Carey,319.0
Mcmillan PLC,258.0
Dunlap-Campos,771.0
Owen PLC,341.0
Orr-Parsons,588.0
Trujillo LLC,673.0
Mcbride-Taylor,919.0
Leach-Frazier,949.0
"Weber, Schaefer and Conway",715.0
Burgess Ltd,350.0
"Dalton, Flores and Simon",922.0
"Vasquez, Sawyer and Beard",385.0
Riddle-Sharp,459.0
"Knox, Robinson and Pitts",754.0
Cherry PLC,285.0
Francis-Keith,112.0
Beasley Ltd,470.0
"Zamora, Lindsey and Osborne",251.0
"Stephenson, Huerta and Nolan",129.0
Herrera-Bean,443.0
"Scott, Hurst and Trevino",959.0
Cohen-Doyle,840.0
Pearson-Waters,387.0
"Sloan, Smith and Bridges",569.0
Bentley-Hoffman,94.0
"Ayers, Briggs and Alvarado",680.0
"Flynn, Allen and Shah",575.0
Howard-Cummings,534.0
Jacobson-Valdez,133.0
"Spence, Brennan and Rocha",918.0
Huffman-Mckee,78.0
Rivera LLC,205.0
"Harding, Potter and Hester",491.0
"Kennedy, Garrett and Dyer",818.0
Gay-Montes,750.0
"Mueller, Ruiz and Craig",55.0
Baird Inc,234.0
Parrish-Davidson,811.0
"Schmitt, Duran and Williamson",97.0
"Dickson, Mcneil and Collier",5.0
Walters PLC,372.0
Ware-Estrada,772.0
"Brock, Ray and Reed",19.0
Horton Inc,120.0
Dorsey-Costa,536.0
"Cobb, Cohen and Mccall",202.0
Chang Ltd,619.5
"Phelps, Livingston and Chen",371.0
Archer Ltd,551.0
Salas-Schneider,990.0
Vincent-Hampton,219.0
"Norris, Greer and Sullivan",493.0
"Willis, Montoya and Ortega",751.0
"Mosley, Nicholson and Henson",840.0
Stanton-Haney,120.0
Hendrix Ltd,591.0
"Olson, Perkins and Patterson",491.0
"Werner, Webster and Moran",242.0
"Cabrera, Ayala and Fry",8.0
Ballard PLC,484.0
"Bowen, Walls and Reed",522.0
"Giles, Mcdowell and Wilcox",334.0
Walter LLC,206.0
Morgan-Hull,272.0
Holden-Hamilton,831.0
Saunders-Ferguson,640.0
Parks-Benitez,704.0
Chapman Group,922.0
"Hendricks, West and Roy",434.0
"Haney, Rosales and Green",775.0
Harmon and Sons,394.0
Waters-Hart,766.0
Mcclain-Massey,526.0
"Russo, Suarez and Alvarez",29.0
Collins Inc,367.0
"Jimenez, Fisher and Braun",505.0
Chaney-May,75.0
Fields Group,911.0
Brandt-Summers,811.0
Bates Ltd,87.0
Chavez Group,538.5
Koch PLC,354.0
"Park, Mcgrath and Rocha",15.0
Hogan and Sons,833.0
Cook-Landry,494.0
"Woodard, Sutton and Gordon",400.0
Cooley-Jacobson,118.0
"Ali, Salas and Murillo",317.0
Aguirre-Rubio,59.0
Rich LLC,313.0
Summers Group,379.0
"Erickson, Gibbs and Hinton",584.0
"Diaz, Barrera and Mcgrath",817.0
Kidd Ltd,992.0
Ellison Ltd,537.5
"Frederick, Blake and Park",38.0
Glass-Payne,587.0
Beltran and Sons,500.3333333333333
"Hahn, Mccarthy and Odom",142.0
"Burke, Kerr and Stephenson",246.0
George LLC,154.0
Wiggins PLC,495.0
"Nunez, Stephenson and Madden",875.0
"Ashley, Frank and Hood",451.0
Patel-Adams,331.0
"Cherry, Good and Thomas",141.0
Parrish Group,898.0
"Reilly, Davenport and Powers",473.0
Russell-Gregory,588.0
Swanson-Fitzgerald,776.0
"French, Weiss and Steele",613.0
"Chandler, Farmer and Ali",882.0
Pacheco-Gallagher,230.0
Walters-Schmitt,672.0
"Santiago, Salazar and Cantu",676.0
Fuentes-Faulkner,512.0
"Orr, Watson and Chan",884.0
Gaines-Nunez,654.0
Barrett and Sons,936.0
Noble Group,546.0
Roth PLC,705.0
Johnson-Chan,845.0
Dickson-Roy,634.0
Hahn-Anthony,350.0
"Daniel, Atkinson and Mathis",456.0
Cowan LLC,24.0
"Bright, Underwood and Higgins",628.0
"Pena, Compton and Dalton",852.0
Rojas-Mclaughlin,896.0
"Peck, Robinson and Randall",712.0
"Coffey, Black and Fritz",658.0
Jarvis Ltd,455.0
"West, Sheppard and Wilcox",270.0
"Ayers, Shannon and Carey",274.0
Mason Group,773.5
"Sanders, Travis and Lamb",749.0
Palmer-Garza,730.0
Reynolds and Sons,462.0
Preston-Armstrong,349.0
"Fox, Clark and Barrera",230.0
Pittman LLC,559.0
"Moses, Perry and Gallegos",195.0
Russo-Cuevas,686.0
"Cooke, Garcia and Ritter",750.0
Rhodes-Patton,50.0
"Mckinney, Jones and French",302.0
"Cooley, Tapia and Horton",454.0
Hoffman PLC,388.6666666666667
"Zuniga, Zavala and Contreras",71.0
"Evans, Scott and Beck",546.0
Monroe-Gilbert,991.0
"Berger, Ayers and Hayes",324.0
Brandt-Russell,100.0
Fry and Sons,504.0
"Duncan, Hansen and Booth",181.0
Silva-Macdonald,187.0
Sexton PLC,286.0
Wilson-Carey,956.0
Finley-Bryant,663.0
"Santos, Paul and Blackburn",164.0
"Cross, Hanson and Alvarez",964.0
Burns-Weeks,164.0
Collier and Sons,530.75
Hickman Ltd,903.0
Mora-Soto,603.0
Moore-Calhoun,474.0
"Clements, Duffy and Carpenter",919.0
Marks-Bridges,735.0
Rivas and Sons,275.0
"Stephens, Carrillo and Gillespie",845.0
Hanna-Tapia,103.0
"Dickson, Duarte and Estes",903.0
"Archer, Norton and Cain",739.0
Cannon-Adams,47.0
Donaldson-Welch,959.0
Costa-Mejia,362.0
Maynard LLC,481.0
"Mitchell, Hartman and Robertson",247.0
Montoya-Cervantes,859.0
Randolph-Chase,667.0
Alexander PLC,577.0
Young and Sons,627.0
"Todd, Farley and Ramsey",165.0
Mercer Group,384.0
Pearson LLC,941.0
Ponce-Levy,765.0
Marshall-Montoya,915.0
Pierce-Padilla,51.0
Owen-Rocha,583.0
Peck LLC,548.0
"Medina, Riley and Hudson",218.0
Friedman and Sons,549.0
"Galloway, Jennings and Maxwell",584.0
Callahan-Stevens,136.0
Paul-Barber,762.0
Schmidt-Bullock,429.0
Blake-Gross,82.0
Hancock-Dixon,63.0
Brandt Ltd,704.5
Caldwell and Sons,721.0
"Chaney, Moss and Parsons",742.0
Oneal-Tate,649.0
"Lozano, Oneal and Sims",679.0
Moses-Steele,91.0
Gardner-Cohen,652.0
Norton-Stanton,294.0
Mercado and Sons,571.6666666666666
Mccarty-Gray,574.0
Joseph and Sons,295.0
Murray Group,23.0
"Ochoa, Carter and Weeks",591.0
Schmidt-Montoya,368.0
Munoz Inc,892.0
Flynn-Frye,785.0
"Bryant, Benjamin and Flynn",886.0
Yoder Group,281.0
"Parker, Crane and Stark",363.0
"Mays, Shea and Glenn",403.0
Vincent Ltd,478.0
"Bender, Robinson and Johns",65.0
"Braun, Juarez and Mendez",747.0
"Marks, Elliott and Wilkins",369.0
Perez-Merritt,793.0
Dillon-Gardner,935.0
Beard-Thornton,675.0
Mills-Clarke,306.0
Irwin-Waters,701.0
"Ho, Jacobs and Yates",662.0
Mahoney and Sons,268.0
Lang Group,958.0
Zamora PLC,584.3333333333334
Savage Ltd,734.5
Payne LLC,459.0
"Le, Hull and Roach",972.0
Dalton-Acevedo,397.0
Kramer LLC,309.0
Andersen-Guerra,383.0
Kennedy LLC,560.4
Mathis-House,768.0
"Guzman, Barron and Duarte",209.0
Shepherd Group,438.0
"Fields, Bruce and Ryan",372.0
"Terry, Wilkerson and Newman",85.0
"Finley, Lucas and Walls",985.0
Figueroa-Velasquez,211.0
Ponce-Farmer,289.0
Curtis-Owen,664.0
Dixon-Johnson,674.0
"Faulkner, Melendez and Madden",415.0
Park LLC,499.5
Rivera-Ford,805.0
Jimenez Group,579.0
"Taylor, Gilbert and Ford",750.0
"Bradshaw, Todd and Mcgee",201.0
"Bright, Keith and Mills",227.0
"Meadows, Malone and Rivera",547.0
Ramirez-Bautista,150.0
Mcdowell Inc,749.0
"Henry, Santana and Callahan",612.0
"Knapp, Diaz and Durham",374.0
"Gonzalez, Park and Gill",324.0
"Mayer, Coleman and Larsen",392.0
Barker-Flores,12.0
Lutz LLC,943.0
Pace LLC,640.0
Blankenship Ltd,900.0
"Riddle, Gates and Krueger",533.0
Velez-Conner,337.0
Bowman LLC,224.0
"Miranda, Marsh and Jacobs",717.0
"Gardner, Mora and Hale",173.0
"Davenport, Winters and Jarvis",367.0
"Mora, Stanton and Johnson",247.0
Velez-Reyes,362.0
Gutierrez Ltd,503.0
"Little, Lam and Humphrey",491.0
Carrillo-Shields,276.0
Holden-Lane,244.0
"Morrison, Parks and Blankenship",2.0
Molina-Hale,547.0
"Blake, Sheppard and Lane",882.0
"Thompson, Valentine and Mullen",684.0
Vargas-Short,494.0
Hopkins-Potter,644.0
Fisher Group,572.0
Atkins-Fuller,504.0
Castro-Salazar,226.0
Murillo Ltd,784.0
Little LLC,994.0
"Carpenter, Salas and Peck",767.0
"Cantu, Huang and Jenkins",787.0
"Golden, Dickson and Foley",208.0
"Vaughan, Moss and Estes",286.0
"Francis, Vang and Russo",407.0
Glass and Sons,437.0
"Ochoa, Munoz and Smith",204.0
Stokes Group,344.0
"Vazquez, Maddox and Escobar",377.0
Decker Ltd,516.6666666666666
Farley-Escobar,396.0
"Leblanc, Duncan and Sloan",700.0
Harrison-Sandoval,920.0
Meza LLC,842.5
"Barajas, Williamson and Snow",811.0
"Stewart, Berry and Myers",404.0
Mcmahon PLC,446.0
Shannon and Sons,499.5
Rivers and Sons,328.0
Mullen-Cantu,752.0
"Koch, Anthony and Barrera",687.0
Nunez-Wolf,61.0
"Malone, Rivera and Hensley",924.0
"Kirk, Bailey and Mann",521.0
Bullock and Sons,835.0
Hess Inc,609.0
Deleon Group,631.0
"Swanson, Schwartz and Pena",26.0
Webb-Atkinson,579.0
"Landry, Norman and Monroe",327.0
Stanton Inc,576.0
"Terrell, Kirk and Conley",133.0
Ferrell-Holt,759.0
Riggs-Lozano,80.0
Pugh PLC,280.5
"Daugherty, Martin and Bowers",899.0
Liu-Owen,547.0
Lambert Ltd,488.0
